1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.6134773923033473,-7.6874138450197838e-09,-0.61347730092013342,-5.2409431312247815e-09,-0.6134773923033473,-7.6874138450197838e-09,-0.61347730092013342,-5.2409431312247815e-09,-0.6134773923033473,-7.6874138450197838e-09,-0.61347730092013342,-5.2409431312247815e-09,-0.6134773923033473,-7.6874138450197838e-09,-0.61347730092013342,-5.2409431312247815e-09
